timesteps,lambda,eval_return,eval_cost
5000,0.019000000000000003,-4.714398684607503,1.0
10000,0.028000000000000004,-4.306666666666667,1.0
15000,0.035,3.509532129205489,0.8
20000,0.034,31.593323448263288,0.0
25000,0.033,31.461754306335717,0.0
30000,0.032,31.595195178048566,0.0
35000,0.031,31.432211726168696,0.0
40000,0.03,31.305430708568917,0.0
45000,0.028999999999999998,31.407984863766274,0.0
50000,0.027999999999999997,31.20485260801716,0.0
