timesteps,lambda,eval_return,eval_cost
5000,0.0,-4.117926204436968,1.0
10000,0.0,-4.194197845891791,1.0
15000,0.0,2.7964342892887677,0.8
20000,0.0,31.551145826499685,0.0
25000,0.0,31.392851905538855,0.0
30000,0.0,31.543711496308248,0.0
35000,0.0,31.485640883211566,0.0
40000,0.0,31.2638349200163,0.0
45000,0.0,31.410369119787344,0.0
50000,0.0,31.332436112161787,0.0
