epoch,train_loss,val_loss
1,0.004710116909678887,0.0012295577938978871
2,0.0016346320858294213,0.0011684474085147181
3,0.001490343382789029,0.001148724015802145
4,0.001394513576567449,0.0011440977252398928
5,0.0013238557372932081,0.001140322363935411
6,0.001268134101776889,0.001130219230738779
7,0.0012250193374886832,0.001130127686386307
8,0.0011898279302167119,0.0011133937801544864
9,0.0011567573583926316,0.0010982774430885911
10,0.0011344718336369153,0.001077900977494816
11,0.0010827531544836584,0.0010355985909700394
12,0.0010329457176676778,0.0009575604740530252
13,0.000954711415235781,0.0008869887019197146
14,0.000898446094037758,0.0009167639445513487
15,0.0008866646123567114,0.0008683055313304066
16,0.0008660145416959292,0.0008597899104158084
17,0.0008540637826081366,0.0008519693075989684
18,0.0008420024043018068,0.0008513888219992319
19,0.0008336609622670544,0.0008608757921804985
20,0.0008618726081180352,0.0008645328367128968
21,0.0008229844828343226,0.0008363228570669889
22,0.0008099313639104367,0.0008399312073985736
23,0.0008039309082690764,0.0008245587395504117
24,0.0007940508965057907,0.0008149882856135567
25,0.0007846696985695787,0.0008649141031006972
26,0.0007926000514136696,0.0008099544436360399
27,0.0007832274944693954,0.0008046257325137655
28,0.0007775293338905882,0.0008185279408159356
29,0.0007825982029101363,0.0008035930261636774
30,0.0007724084463660364,0.0008013773732818663
31,0.0007659186281401802,0.0009106991533190012
32,0.0007714709825813771,0.0008214477457416554
33,0.0007568097456263517,0.0007927650135631363
34,0.0007479721021459058,0.0007884844539997478
35,0.0007564568886084965,0.0008177616338556011
36,0.000742256964246432,0.0007868345136133333
37,0.0007388887655300399,0.0007886619811567167
38,0.000737228839037319,0.0007833712229815622
39,0.0007340551747216119,0.000775465906287233
40,0.0007273692699770132,0.0008003735713039836
41,0.0007176022153968613,0.0007630486561295887
42,0.0007075137090524314,0.0007606163659753898
43,0.0007037661259959417,0.0007499606977216899
44,0.0007055884703165955,0.0007454952783882618
45,0.000712240522865344,0.000746751696181794
46,0.0006947836829176931,0.0007407485243553916
47,0.0006923409585875493,0.0007422967875997226
48,0.0006892590846486942,0.0007340401185986896
49,0.0006820548192115018,0.0007362476161991556
50,0.0006800290191960003,0.0007248211675323546
51,0.0006783318742937236,0.0007510074911018213
52,0.0006733240171646078,0.0007195307749013106
53,0.0006805062968568463,0.0007297441433183849
54,0.0006683898259264727,0.0007128274743445217
55,0.0006722147667056156,0.000725712237569193
56,0.0006836115394684452,0.000713688040462633
57,0.0006664712573574097,0.0007198926387354731
58,0.0006748830387368798,0.0007234487069460253
59,0.0006594087320586873,0.0007231896820788582
60,0.0006603923650389469,0.0007063101247573892
61,0.0006570091678898919,0.0007230690183738867
62,0.0006576581233767448,0.0007814377065127095
63,0.0006591224642815413,0.0007027766876854003
64,0.0006639142190451148,0.000734763420963039
65,0.0006578817353066471,0.0007064515119418502
66,0.0006463083590346354,0.0006954199735385676
67,0.0006439262470747862,0.000687404350998501
68,0.0006441003983598892,0.0007055881906611224
69,0.0006431629477042912,0.0007005101861432194
70,0.0006319262509889625,0.0007016431540250778
71,0.0006467891202084031,0.0007086269953288138
72,0.0006421070834363086,0.0007086963905021548
73,0.000634588967077434,0.0006825991983835896
74,0.0006479634383382897,0.0006872666782389085
75,0.0006265386827376292,0.0006727378706758221
76,0.0006380006688198557,0.0007019331081149478
77,0.0006330901233444887,0.0006940559747939309
78,0.0006264629415495115,0.0007042990686992804
79,0.0006171156093478203,0.0006691531045362354
80,0.0006165559791649381,0.0006881766184233129
81,0.0006278635627003732,0.0006796479659775893
82,0.0006319882088185599,0.0007236576755531132
83,0.0006319120582365603,0.0006809897635442515
84,0.0006551349605002475,0.0007353626502056916
85,0.0006632280929221048,0.0007154866703785956
86,0.0006472417872606052,0.0006985233662029107
87,0.0006353046877861575,0.0006890900138144692
88,0.0006360755652120268,0.0006776231822247307
89,0.0006140040433793156,0.0006806875540254016
90,0.0006189447161914022,0.0007048592483624816
91,0.0006292454380093626,0.0006791184167377651
92,0.0006175714231061714,0.0006881536698589723
93,0.0006124739185475778,0.0006694668034712474
94,0.0006291340704127732,0.0007155482284724713
95,0.0006113710492435429,0.0007029302666584651
96,0.0006404390316284089,0.0006757610865558187
97,0.0006062069543878789,0.0007505291902149717
98,0.0006662348569888208,0.0007179689601374169
99,0.0006307686534192827,0.0006697895579660932
100,0.0006069751284775083,0.0006613855731363098
101,0.000599237562985056,0.000679040407606711
102,0.0006115099007298273,0.000675331170981129
103,0.0005984874469814477,0.0006874135159887373
104,0.000608897433762818,0.0006812080151091019
105,0.0005944893212506064,0.0006856151251122356
106,0.0005949608953152265,0.0006657637601407866
107,0.0005980928280149346,0.0006722557335160673
108,0.0006010655137813753,0.0006709574807124833
109,0.0005964034942573765,0.000665725611615926
110,0.0005947619866303824,0.0006742670883735021
111,0.0005947411693287668,0.0006688738311640918
112,0.0006287485984567966,0.0006786165324350198
113,0.0005935943541461947,0.000658938797035565
114,0.0005948980481156873,0.0006791128606225054
115,0.0005890652478707058,0.0006637572489368419
116,0.0005779789339026643,0.0006778951648933192
117,0.0005921476458725347,0.0007082782072635989
118,0.000588218285378793,0.0006628697000754376
119,0.0005786546505125308,0.0006647466635331512
120,0.0005795523512211663,0.000661438573927929
121,0.0005844876039083357,0.0006554194951119523
122,0.0005800928661806716,0.0006607498492424686
123,0.0005743699266437303,0.0006560014343510071
124,0.0005733914918231743,0.0006582339620217681
125,0.0005660536514457177,0.000668652617217352
126,0.000618386897172227,0.0006986710180838903
127,0.0006139127919191702,0.0006746695997814337
128,0.0005813183727958757,0.000650264179178824
129,0.00057178049384944,0.0006516538684566815
130,0.000565746479227932,0.0006475624364490311
131,0.0005661823662618796,0.0006674984097480774
132,0.0005630653475721677,0.0007213337913465997
133,0.0006269097116051449,0.0006950546731241047
134,0.0005967494933348563,0.0006732657846684258
135,0.0005793972240105547,0.0006838151641810934
136,0.0005636376951372733,0.0006604961375705898
137,0.0005494968069251627,0.0006528442624645929
138,0.0005483955458772404,0.0006467679073102772
139,0.0005530343511728225,0.0006525544876543184
140,0.0005536418271044062,0.0006669212644919753
141,0.0005559312052058953,0.0006428338362214466
142,0.0005469848111237365,0.0006379936689821382
143,0.0005381863833732766,0.0006466691250291963
144,0.0005524491930070023,0.0006352488983732958
145,0.0005527858517382776,0.000668859586585313
146,0.0005526577623095364,0.0006310656356314818
147,0.000551262027842717,0.0007179786334745586
148,0.0005661348793310699,0.0006642433178300659
149,0.000547160793406268,0.0006698122861174246
150,0.0005602082629101696,0.0006598790781572461
151,0.0005418990133761394,0.0006284649553708733
152,0.0005413252574874571,0.0006414221615220109
153,0.0005508316963419525,0.0006499448542793592
154,0.0005496427813475882,0.0006493052289200325
155,0.0005282904269363455,0.0006529417773708701
156,0.0005638467228574747,0.0006474437114472191
157,0.0005402810554692728,0.0006515957710022728
158,0.0005410335582456793,0.0006638987672825654
159,0.0005192976452720662,0.0006444978776077429
160,0.0005275858327297977,0.0006174358500478168
161,0.000550950731030079,0.0006215481755013267
162,0.0005176355191333978,0.0006212089986850818
163,0.0005147187024596389,0.0006772868110177417
164,0.0005435296905192512,0.0007004398169616858
165,0.0005379854387569207,0.0006259606895036995
166,0.00051031423482561,0.0006224439300907155
167,0.0005062397802248597,0.0006379180292909344
168,0.0005063155686689748,0.0006265438844760259
169,0.0005327129915908531,0.0006634015015636881
170,0.0005243708566262352,0.0006663206367132564
171,0.0005325569100333033,0.0006187546881847083
172,0.0005049650892356617,0.0006535901742366453
173,0.0005211927607241604,0.0006238292413763702
174,0.0005060810442255051,0.0006135062268003822
175,0.0004922180645236814,0.0006588095294622083
176,0.0005062847330959307,0.0006207769992761314
177,0.0004983478356842642,0.0006196309137158095
178,0.000500954157517602,0.0006191418940822283
179,0.000503192254928527,0.0006150293598572413
180,0.0005094989935039646,0.0006333685200661421
181,0.0005032560473558045,0.0006043233497378727
182,0.0004872337088023347,0.000628992678442349
183,0.0004898606282141473,0.0006173704968144496
184,0.0004901918382987518,0.0006069870914022128
185,0.0004909309614622207,0.0006100970017723739
186,0.00048599576827621573,0.0006048978368441264
187,0.0005076954934823638,0.0006107432410741846
188,0.00048674628530904926,0.0006026150053367019
189,0.00047422557827775125,0.0006628251634538173
190,0.0004959570302593487,0.0006050265580415725
191,0.00048307359291895947,0.0006194530621481439
192,0.0004826792389697706,0.0006232185832535227
193,0.0004904122337164289,0.0006207037127266327
194,0.00048621141282772574,0.000616834678221494
195,0.0004814522487490817,0.0006231610399360458
196,0.0004798804787505004,0.0006119541948040327
197,0.0004850462333868361,0.0006050381095459064
198,0.00047053084553529817,0.0006601315527223051
199,0.0004760201084341302,0.0006149329128675163
200,0.00046920780834086513,0.0005990852663914362
201,0.0004517813969437999,0.0006197432234572867
202,0.00046824781616494333,0.0006079849391244352
203,0.0004622863199458354,0.0005991950328461825
204,0.000464362600059421,0.0006272029022996624
205,0.0004605694058247738,0.0006069022191998859
206,0.0004562440733597786,0.0005943826648096243
207,0.00046685002011212485,0.0006015928369015455
208,0.00046310151935796494,0.0006357038541076084
209,0.0004629677130530278,0.0005898768144349257
210,0.0004491850802743876,0.000613908867817372
211,0.0004437396402850195,0.0005907297289619843
212,0.0004666773510958861,0.0005988888481321434
213,0.0004519288957601896,0.0005932071370383104
214,0.00043519120197743177,0.0005982609752876063
215,0.0004478834716051265,0.0006031994218938053
216,0.00044064594665542243,0.0006104163352089624
217,0.00044568627443233573,0.0005986165534704924
218,0.0004439027416002419,0.0006049441321132083
219,0.0004443747067341098,0.0006088060070760548
220,0.0004586603323911765,0.0006274703199354311
221,0.00045006136858352907,0.0005936611389430861
222,0.00043400946892453013,0.0005900459798673788
223,0.0004362665497939344,0.0006103622959926725
224,0.00043899618822184423,0.0005947772429014246
225,0.000430803952600669,0.000594255595933646
226,0.0004331243309813241,0.0005928950446347396
227,0.0004313764586630795,0.0006061291260023912
228,0.0004365683821702583,0.0006010974819461505
229,0.00043337548453429783,0.000592894918906192
230,0.00042937375745235906,0.0006013155992453297
